Referencia NCM;% depreciação;ID;Quantidade;Descrição;COD_INTERNO;ORIGEM;Valor unitário;Tipo de produto;activo/inactivo;localização;Data de Compra;ACORDO;COD_ANTIGO;NOTA_FISCAL;FORNECEDOR;EAN 128;Colunas1;Colunas2;Colunas3
9022.14.19;10;185;1;Ampola Raio X;1497;;;Eq. Hospitalar;Activo;Raio X;;;;;;;;;
9022.14.19;10;186;1;Estativa Raio X;1498;;;Eq. Hospitalar;Activo;Raio X;;;;;;;;;
9022.14.19;10;187;1;Gerador Raio X;1499;;;Eq. Hospitalar;Activo;Raio X;;;;;;;;;
;;188;1;Cilindro de Oxigenio TAM:G Cap. 18m3;1500;;0;Eq. Hospitalar;Activo;Raio X;;Npatrimoniar;1347;;;;;;
3922.90.00;;189;1;Balde do lixo cor verde pequeno;1501;;;Mobiliário em plástico;Activo;Raio X;;;;;;;;;
9403.60.00;;190;1;Banco confeccionado em MADEIRA tam P;641;;30;Mobiliário em madeira;Activo;Raio X;21/05/2012;;;;;;;;
8428.40.00;;191;1;Escada confeccionada em FERRO com 02 degraus emborrachada mau estado;644;;90;Mobiliário em ferro;Activo;Raio X;21/05/2012;;;;;;;;
9403.60.00;;192;1;Armário para filmes de raio X;654;;180;Mobiliário em madeira;Activo;Raio X, Sala de revelação;;;;;;;;;
9022.14.19;;193;1;Secadora;655;;150;Eq. Hospitalar;Desactivo;Raio X, Sala de revelação;;;;;;;;;
3923.30.00;;194;1;Galão com liquido revelador;1502;;;Eq. Hospitalar;Activo;Raio X, Sala de revelação;;;;;;;;;
3923.30.00;;195;1;Galão com liquido fixador;1503;;;Eq. Hospitalar;Activo;Raio X, Sala de revelação;;;;;;;;;
3923.30.00;;196;1;Balde vermelho 5L;1504;;;Mobiliário em plástico;Activo;Raio X, Sala de revelação;;;;;;;;;
;;197;1;Porta treco;1506;;8;Material Escritorio;Activo;Raio X;;;1345;;;;;;
9403.10.00;;198;1;Armario confeccionado em AÇO c/porta suspenso;517;;250;Mobiliário em aço;Desactivo;Galpão;18/05/2012;;;;;;;;
9105.21.00;;199;1;Relogio de Parede Topshine;523;;30;Electronico;Activo;Posto de enfermagem feminino;18/05/2012;;;;;;;;
3922.90.00;;200;1;Caixote do lixo c/ tampa branco;1507;;;Mobiliário em plástico;Activo;Posto de enfermagem feminino;;;;;;;;;
3922.90.00;;201;1;Higienizador desinfectante limpeza de mãos;1508;;;Higiene;Activo;Posto de enfermagem feminino;;;;;;;;;
3922.90.00;;202;1;Dispensador de papel para limpeza de mãos;1509;;;Mobiliário em plástico;Activo;Posto de enfermagem feminino;;;;;;;;;
9402.90.90;;203;1;Armario confeccionado em AÇO s/porta para medicamento;514;;100;Mobiliário em aço;Activo;Posto de enfermagem feminino;18/05/2012;;;;;;;;
9403.30.00;10;204;1;Mesa confeccionada em MADEIRA tipo formica medindo 2,00 M X 0,60 M;513;;150;Mobiliário em madeira;Activo;Posto de enfermagem feminino;18/05/2012;;;;;;;;
9402.90.90;;205;1;Armario confeccionado em AÇO com 03 gavetas;627;;300;Mobiliário em AÇO;Activo;Raio X;21/05/2012;;;;;;;;
8471.60.53;20;206;1;Rato de computador mouse optico;1490;;0,01;RatoPC;Activo;Raio X;21/05/2012;;;;;;;;
9403.10.00;10;207;1;Estante confeccionada em AÇO com 06 prateleiras;628;;240;Mobiliário em AÇO;Activo;Raio X;21/05/2012;;;;;;;;
9403.20.00;10;208;1;Mesa de Cabeceira confeccionada em AÇO com gaveta e porta;629;;100;Mobiliário em AÇO;Activo;Raio X;21/05/2012;;;;;;;;
4414.00.00;;209;1;Quadro de Cortiça Tam 0,60 M x 0,40 M envolvido em madeira;630;;30;Material Escritorio;Activo;Raio X;21/05/2012;;;;;;;;
9403.30.00;;210;1;Mesa de Centro confeccionada em MADEIRA Tam 0,80 M X 0,40 M;625;;130;Mobiliário em aço;Activo;Raio X;21/05/2012;;;;;;;;
9403.60.00;;211;1;Cadeira confeccionada em MADEIRA ;626;;80;Mobiliário em madeira;Activo;Raio X;21/05/2012;;;;;;;;
8428.40.00;;212;1;Escada confeccionada em FERRO com 02 degraus emborrachada;643;;90;Mobiliário em ferro;Activo;Raio X;21/05/2012;;;;;;;;
9402.90.90;;213;1;Mesa ferro com  1 prateleira;1779;;100;Mobiliário em Ferro;Activo;Raio X;21/05/2012;;;;;;;;
8517.19.20;0;214;1;Aparelho de Telefone Modelo Pleno marca INTELBRAS;639;;40;Telefonia;Activo;Raio X;21/05/2012;;;;;;;;
9403.10.00;10;215;1;Estante confeccionada em AÇO com 06 prateleiras;631;;240;Mobiliário em AÇO;Activo;Raio X;21/05/2012;;;;;;;;
8528.51.20;20;216;1;Monitor LG 500G;634;;280;Monitor;Activo;Raio X;21/05/2012;;;;;;;;
8471;20;217;1;Estabilizador de 127 volts modelo Line 1000 marca POLY cor PRETO;637;;70;Electronico;Activo;Raio X;21/05/2012;;;;;;;;
8471;20;218;1;NoBreak energetic;636;;70;Electronico;Activo;Raio X;21/05/2012;;;;;;;;
9403.10.00;;219;1;Suporte para soro confeccionado em FERRO com 03 pes;645;;120;Eq. Hospitalar;Activo;Raio X;21/05/2012;;;;;;;;
9022.14.90;;220;1;Proteção Plumbífera com 03 aventais com protetor para pescoço;638;;516;Eq. Hospitalar;Activo;Raio X;21/05/2012;;;;;;;;
8471.50.10;20;221;1;Gabinete de PC AMD Sempron;635;;400;Computador;Activo;Sala de Informática;21/05/2012;;;;;;;;
8471.60.52;20;222;1;Teclado MultiLazer;1338;;18;TecladoPC;Activo;Raio X;;;;;;;;;
9403.30.00;10;223;1;Mesa para Escritorio confeccionada em MADEIRA tam 0,70 M X 1,20 M;633;;110;Mobiliário em madeira;Activo;Raio X;21/05/2012;;;;;;;;
3922.90.00;;224;1;caixote de lixo vermelho em plástico;1491;;;Mobiliário em plástico;Activo;Raio X;;;;;;;;;
9403.30.00;;225;1;Escrivaninha c/ 5 gavetas em madeira;647;;180;Mobiliário de madeira;Activo;Raio X;21/05/2012;;;;;;;;
4414.00.00;;226;1;Quadro de aviso em madeira e forrado com cortiça;1456;;20;Outros;Activo;Raio X;;;648;;;;;;
9022.14.19;;227;1;Negatoscopio de 02 corpos Tam 0,5 x 0,10 x 0,72 confeccionado em AÇO  BIVOLT;649;;80;Eq. Hospitalar;Activo;Raio x;21/05/2012;;;;;;;;
9401.71.00;;228;1;Cadeira Secretaria com estrutura metalica em FERRO s/braco e c/rodas na cor AZUL;632;;110;Mobiliário em ferro;Activo;Raio X;21/05/2012;;;;;;;;
3922.90.00;;229;1;Higienizador desinfectante limpeza de mãos;1492;;20;Higiene;Activo;Raio X, banheiro;;;;;;;;;
3922.90.00;;230;1;Dispensador de papel para limpeza de mãos papeleira conf. Plastico cor cinza/branco;1493;;12;Higiene;Activo;Raio X, banheiro;;;;;;;;;
7009.91.00;;231;1;Espelho pequeno em mau estado;1494;;;Outros;Activo;Raio X, banheiro;;;;;;;;;
3922.90.00;;232;1;Dispensador de papel para limpeza de mãos;1510;;;Mobiliário em plástico;Activo;Posto de enfermagem feminino;;;;;;;;;
9401.71.00;;233;1;Cadeira confeccionada em FERRO com forro acolchoado  cor PRETA;519;;57,66;Mobiliário em ferro;Activo;Posto de enfermagem feminino;18/05/2012;;;;;;;;
;;234;1;"Suporte para TV de 14""";1511;;;Mobiliário em ferro;Activo;Posto de enfermagem feminino;;;;;;;;;
8525;;235;1;Televisão cce;1512;;;Electronico;Activo;Posto de enfermagem feminino;;;;;;;;;
8525.20.12;;236;1;Set-top-box satelite RTS1900;1513;;170;SetTopBox;Activo;Posto de enfermagem feminino;12/08/2010;;;3587;JOTA SAT J AUGUSTO FIGUEIREDO;;;;
8471.50.10;20;237;1;Gabinete SpaceBR Série Marte 500GB 4GB RAM;1514;;;Computador;Activo;Posto de enfermagem feminino;;;;;;;;;
8471.60.52;20;238;1;Teclado SpaceBR;1515;;;TecladoPC;Activo;Posto de enfermagem feminino;;;;;;;;;
8528.51.20;20;239;1;Monitor BenQ Led GL950;1516;;;Monitor;Activo;Posto de enfermagem feminino;;;;;;;;;
8471.60.53;20;240;1;Rato de PC Mouse SpaceBR;1517;;0,01;RatoPC;Activo;Posto de enfermagem feminino;;;;;;;;;
3922.90.00;;241;1;Balde de lixo azul c/ acesso de pé;1518;;;Mobiliário em plástico;Activo;Posto de enfermagem feminino;;;;;;;;;
9401.71.00;;242;1;Cadeira com estrutura metálica em FERRO acolchoada com assento cor vermelho;515;;80;Mobiliário em ferro;Activo;Posto de enfermagem feminino;18/05/2012;;;;;;;;
3924.90.00;;243;1;Placa sinalizadora piso molhado;1519;;31,3;Limpeza;Activo;Limpeza;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
3926.90.90;;244;1;Balde de Limpeza Rubberncid;1520;;;Limpeza;Activo;Ala Masculina, Dispensa;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
;;245;1;Esfregona de limpeza;1521;;;Limpeza;Activo;Ala Masculina, Dispensa;;;;;;;;;
3922.90.00;;246;1;Higienizador desinfectante limpeza de mãos;1522;;;Higiene;Activo;Entrada da cozinha;;;;;;;;;
;;247;1;Dispensador de guardanapo;1523;;;Mobiliário em plástico;Activo;Refeitório;;;;;;;;;
9401.80.00;;248;1;Cadeira de plástico branca;1524;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;249;1;Cadeira de plástico branca;1525;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;250;1;Cadeira de plástico branca;1526;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;251;1;Cadeira de plástico branca;1527;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;252;1;Cadeira de plástico branca;1528;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;253;1;Cadeira de plástico branca;1529;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;254;1;Cadeira de plástico branca;1530;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;255;1;Cadeira de plástico branca;1531;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;256;1;Cadeira de plástico branca;1532;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;257;1;Cadeira de plástico branca;1533;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;258;1;Cadeira de plástico branca;1534;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;259;1;Cadeira de plástico branca;1535;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;260;1;Cadeira de plástico branca;1536;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;261;1;Cadeira de plástico branca;1537;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;262;1;Cadeira de plástico branca;1538;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;263;1;Cadeira de plástico branca;1539;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;264;1;Cadeira de plástico branca;1540;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;265;1;Cadeira de plástico branca;1544;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.80.00;;266;1;Cadeira de plástico branca;1545;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9401.71.00;;267;1;Cadeira confeccionada em Ferro com assento forrado na cor PRETA;371;;57,66;Mobiliário em ferro;Activo;Refeitório;16/05/2012;;;;;;;;
;;268;1;Dispensador de guardanapo;1541;;;Material de cozinha;Activo;Refeitório;;;;;;;;;
9403.40.00;10;269;1;Mesa confeccionada em MADEIRA com tampa de VIDRO e 03 gavetas;148;;280;Outros;Activo;Refeitório;07/10/2012;;;;;;;;
8516.79.90;;270;1;Balcao termico confeccionado em AÇO ;736;;3100;Outros;Activo;Refeitório;;;;;;;;;
9403.40.00;;271;1;Mesa de MADEIRA Tipo Formica Tam 0,80 M x 0,70 M ;735;;110;Mobiliário em madeira;Activo;Refeitório;23/05/2013;;;;;;;;
4414.00.00;;272;1;Quadro de aviso pequeno cortiça;1542;;30;Material Escritorio;Activo;Refeitório;23/05/2012;;;;;;;;
9403.60.00;;273;1;Imagem em madeira da última ceia;1543;;;Mobiliário em madeira;Activo;Refeitório;;;;;;;;;
9403.40.00;10;274;1;Mesa de MADEIRA Tipo Formica Tam 0,78 M x 0,78 M;751;;90;Mobiliário em madeira;Activo;Refeitório;23/05/2013;;;;;;;;
9403.60.00;;275;1;Armário branco 6 portas 7 gavetas;1546;;1200;Mobiliário em madeira;Activo;Cozinha;;;753;;;;;;
4414.00.00;;276;1;Quadro de Aviso ( CORTIÇA ) Tam 0,90 M x 0,60 M;759;;80;Material Escritorio;Activo;Cozinha;;;;;;;;;
4414.00.00;;277;1;Quadro de MADEIRA Tam 1,00 M x 0,80 M;755;;35;Material Escritorio;Activo;Cozinha;;;;;;;;;
9403.10.00;;278;1;Carrinho de AÇO INOX com 03 prateleiras e rodas;501;;2300;Mobiliário de aço;Activo;Cozinha;17/05/2012;;;;;;;;
9403.10.00;;279;1;Carrinho de AÇO INOX com 03 prateleiras e rodas;470;;1500;Mobiliário de aço;Activo;Cozinha;17/05/2012;PMPA;15478;;;;;;
8418.30.00;;280;1;Geladeira Duplex Modelo Frost Free Capacidade de 420 litros Cor Branca de 110/220 v;756;;1061;Electrodomestico;Activo;Cozinha;;;;;;;;;
8418.30.00;;281;1;Geladeira Duplex Capacidade de 420 litros Cor Branca de 110/220 v;757;;1219;Electrodomestico;Activo;Cozinha;;;;;;;;;
3922.90.00;;282;1;Higienizador desinfectante limpeza de mãos;1547;;;Higiene;Activo;Cozinha;;;;;;;;;
3922.90.00;;283;1;Lixeira Branca de plástico c/ pedal em AÇO;1548;;125;Lixeira;Activo;Cozinha;15/03/2013;;743;;;;;;
9403.20.00;;284;1;Mesa de AÇO Tam 1,00 M x 0,60 M com Tampo;765;;130;Mobiliário de Aço;Activo;Cozinha;21/05/2012;;744;;;;;;
8516.50.00;;285;1;Microondas CCE M-20T;1549;;;Electrodomestico;Activo;Cozinha;;;745;;;;;;
;;286;1;Balde branco;1550;;;utensilio de plástico;Activo;Cozinha;;;746;;;;;;
;;287;1;Balde verde;1551;;;utensilio de plástico;Activo;Cozinha;;;747;;;;;;
9403.10.00;;288;1;Escrivaninha confeccionada em AÇO Tam 0,90 M x 0,50 M com 04 gavetas;768;;130;Mobiliário em AÇO;Activo;Cozinha;23/05/2012;;748;;;;;;
;;289;1;Rodo de limpeza;1552;;;Utensilio em madeira;Activo;Cozinha;;;749;;;;;;
9403.10.00;;290;3;Porta pratos para secar em aço;1553;;;Artigo de cozinha;Activo;Cozinha;;;;;;;;;
9403.40.00;10;291;1;Mesa em fomica 0.70x0.70;739;;110;Mobiliário de madeira;Desactivo;NV;23/05/2012;;;;;;;;
9403.40.00;;292;1;Cristaleira em madeira envernizada 0,40x0,80;740;;180;Mobiliário de madeira;Desactivo;NV;23/05/2012;;;;;;;;
8516.60.00;;293;1;Fogão Industrial 06 bocas Grande 1,45x0,98;760;;649;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
8516.60.00;;294;1;Fogão Industrial Barbosa com Forno 0,78x1,15;761;;849;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
7324.10.00;;295;1;Pia em AÇO INOX;762;;120;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
8516.60.00;;296;1;Forno a gás em Bancada 1,18x0,18;763;;400;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
9403.10.00;;297;1;Coifa em AÇO INOX com motor 1,10x1,90cm;764;;850;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
7324.10.00;;298;1;Pia Dupla m AÇO INOX 2 cubas 0,60x1,00;766;;240;Outros;Activo;Cozinha;23/05/2012;;;;;;;;
9403.40.00;;299;1;Armario de MADEIRA C/Porta de Vidro Tam 1,10 M x 0,40 M;752;;150;Mobiliário em madeira;Activo;Cozinha, Despensa;23/05/2012;;;;;;;;
8509.40.20;;300;1;Batedeira Phillips 300W WAUH;1568;;;Electrodomestico;Activo;Cozinha, Despensa;;;;;;;;;
8509.40.10;;301;1;Liquificador comercial Croydon 469764;775;;225;Electrodomestico;Activo;Cozinha;23/05/2012;;;;;;;;
8418.50.10;;302;1;Armário geladeira industrial Rubra c/ exterior em madeira c/ 6 portas;1569;;1200;Electrodomestico;Activo;Cozinha, Despensa;23/05/2012;;772;;;;;;
9401.80.00;;303;1;Cadeira de plástico branca;1570;;20,9;Mobiliário em plástico;Activo, mau estado;Cozinha, Despensa;23/05/2012;;;;;;;;
3922.90.00;;304;1;Lixeira Branca de plástico c/ pedal em AÇO;1571;;125;Lixeira;Activo;Cozinha, Despensa;15/03/2013;;744;;;;;;
8418;10;306;1;Arca congeladora Reubli double Action line;1573;;;Electrodomestico;Activo;Cozinha, Despensa;;;745;;;;;;
8418;10;307;1;Freezer Horizontal c/Capacidade de 420 litros Cor Branca de 110/220 v;767;;1400;Electrodomestico;Activo;Cozinha, Despensa;;;746;;;;;;
9403.60.00;;308;1;Bancada confeccionada em MADEIRA Tam 0,60 M x 0,42 M;770;;50;Mobiliário de madeira;Activo;Cozinha, Despensa;23/05/2012;;747;;;;;;
;;309;1;Rodo de limpeza;1574;;;utensilio de limpeza;Activo;Cozinha, Despensa;;;748;;;;;;
3923.90;;310;1;Bacia grande vermelha;1577;;;Outros;Activo;Cozinha, Despensa;;;749;;;;;;
3923.90;;311;1;Bacia grande azul;1578;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.90;;312;1;Bacia grande azul;1579;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
9403.60.00;;313;1;Movel em madeira c/ cadeado;1580;;;Mobiliário de madeira;Activo;Cozinha, Despensa;;;;;;;;;
9401.80.00;;314;1;Cadeira de plástico branca;1581;;20,9;Mobiliário em plástico;Activo;Refeitório;23/05/2012;;;;;;;;
9403.40.00;10;315;1;Mesa confeccionada em MADEIRA tipo FORMICA medindo 0,90 m x 0,90 m ;723;;80;Mobiliário de madeira;Activo;Cozinha, Despensa;21/05/2012;;;;;;;;
9403.60.00;;316;1;Armario de MADEIRA Tam 0,59 M x 0,57 M C/02 gavetas;750;;120;Mobiliário de madeira;Activo;Cozinha, Despensa;23/05/2012;;;;;;;;
3923.30.00;;317;1;Bidão de plástico pequeno;1582;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;318;1;Bidão de plástico pequeno;1583;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;319;1;Bidão de plástico pequeno;1584;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;320;1;Bidão de plástico pequeno;1585;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;321;1;Bidão de plástico pequeno;1586;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;322;1;Bidão de plástico pequeno;1587;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
3923.30.00;;323;1;Bidão de plástico pequeno;1588;;;Outros;Activo;Cozinha, Despensa;;;;;;;;;
9403.10.00;10;324;1;Estante de madeira c/ 4 prateleiras;773;;130;Mobiliário de madeira;Activo;Cozinha, Despensa;23/05/2012;;;;;;;;
9403.60.00;;325;1;Banco comprido de madeira antigo;1589;;0;Mobiliário de madeira;Activo;Cozinha, Despensa;;;;;;;;;
9403.40.00;10;326;1;Mesa de MADEIRA Tam 1,70 M x 0,80 M ( ENVERNIZADA );733;;170;Mobiliário de madeira;Activo;Refeitório;;;;;;;;;
9403.40.00;10;327;1;Mesa de MADEIRA Tipo Formica Tam 1,80 M x 0,70 M ;730;;150;Mobiliário de madeira;Activo;Refeitório;;;;;;;;;
9403.40.00;10;328;1;Mesa de MADEIRA Tam 1,70 M x 0,80 M ( COR BRANCA );734;;170;Mobiliário de madeira;Activo;Refeitório;;;;;;;;;
9403.40.00;10;329;1;Mesa Grande de MADEIRA Tam 1,20 M x 0,80 M ( ENVERNIZADA );731;;130;Mobiliário de madeira;Activo;Refeitório;;;;;;;;;
;;330;1;Dispensador de copos;1591;;0;Outros;Activo;Refeitório;;;;;;;;;
9403.20.00;;331;;Armario confeccionado em AÇO sem porta ;553;;80;Mobiliário de Aço;Activo;Posto de enfermagem masculino;18/05/2012;;;;;;;;
9401.71.00;;332;1;Cadeira confeccionada em FERRO com forro acolchoado  cor PRETA;521;;57,66;Mobiliário em FERRO;Activo;Quarto dos médicos;18/05/2012;;;;;;;;
9402.90.90;;333;1;Tábua c/ pano plastico fixa na parede para servir de mesa;1592;;;Mobiliário de madeira;Activo;Posto de enfermagem masculino;;;;;;;;;
9401.71.00;;334;;Cadeira confeccionada em FERRO com forro acolchoado  cor PRETA;1593;;57,66;Mobiliário em FERRO;Activo;Posto de enfermagem masculino;;;;;;;;;
9402.90.90;;335;1;Mesa c/ 2 prateleiras em ferro;32;;;Mobiliário em FERRO;Activo;Posto de enfermagem masculino;;;;;;;;;
8471.50.10;20;336;1;Dell Vostro Gabinete Dual core E400;1594;;;Computador;Activo;Posto de enfermagem masculino;;Dr.Odilon;;;;;;;
8471.60.52;20;337;;Teclado Dell;1595;;;TecladoPC;Activo;Posto de enfermagem masculino;;Dr.Odilon;;;;;;;
8528.51.20;20;338;1;"Monitor Dell 17"" E1709Wc SN:BR-0K876H-07591-068-279L";1596;;400;Monitor;Activo;Posto de enfermagem masculino;12/09/2011;Dr.Odilon;;;;;;;
8471.60.53;20;339;1;Rato de PC Mouse optico Dell;1597;;0,01;RatoPC;Activo;Posto de enfermagem masculino;;Dr.Odilon;;;;;;;
;;340;1;Carrinho antigo móvel com suporte para bandejas FERRO;5473;;;Mobiliário em FERRO;Activo;Posto de enfermagem masculino;;;;;;;;;
3922.90.00;;341;1;Balde do lixo grande de cor Verde c/ tampa preta com aberturas;1598;;;Lixeira;Activo;Posto de enfermagem masculino;;;;;;;;;
7324.10.00;;342;1;Pia em AÇO INOX 1 CUBA;1599;;;Mobiliário de Aço;Activo;Posto de enfermagem masculino;;;;;;;;;
;;343;1;Carrinho móvel em ferro;15473;COMODATO;;Mobiliário em Ferro;Activo;Posto de enfermagem masculino;01/01/2009;PMPA;;;;;;;
3922.90.00;;344;1;Dispensador de papel para limpeza de mãos;1600;;;Mobiliário em plástico;Activo;Posto de enfermagem masculino;;;;;;;;;
3922.90.00;;345;1;Higienizador desinfectante limpeza de mãos;1601;;;Higiene;Activo;Posto de enfermagem masculino;;;;;;;;;
9403.60.00;;346;;Suporte em Madeira para Raio X;1602;;;Mobiliário de madeira;Activo;Posto de enfermagem masculino;;;;;;;;;
8517.19.20;0;347;1;Telefone intelBras Pleno;1603;;;Telefonia;Activo;Posto de enfermagem masculino;;;;;;;;;
8471;20;348;1;NoBreak APC 4 entradas cor preto;1604;;;Electronico;Activo;Posto de enfermagem masculino;;;;;;;;;
3922.90.00;;349;1;Caixote de lixo plástico de cor branca com tampa azul;1605;;;Material de Plástico;Activo;Ala Masculina;;;;;;;;;
9403.10.00;;350;;Carro de Parada confeccionado em AÇO com 03 prateleiras;562;;1800;Material em Aço;Activo;Ala Masculina;18/05/2012;;;;;;;;
3922.90.00;;351;1;Higienizador desinfectante limpeza de mãos;1606;;;Higiene;Activo;Ala Masculina;;;;;;;;;
9403.10.00;;352;1;Carro de transporte com 3 prateleiras em AÇO PMPA;15476;COMODATO;;Mobiliário em AÇO;Activo;Ala Masculina;;PMPA;;;;;;;
9403.20.00;;353;1;Armário de vestiário em FERRO 8 portas e respectivos cadeados;1608;;;Material de FERRO;Activo;Corredor Oncologico;17/05/2010;;489;;;;;;
9403.20.00;;354;1;Armário de vestiário em FERRO c/ 16 Portas e respectivos cadeados;1609;;;Material de FERRO;Activo;Corredor Oncologico;17/05/2010;;490;;;;;;
9403.60.00;;355;1;Cadeira confeccionada em MADEIRA com forro na cor PRETA com 3 pernas;365;;57,66;Material de FERRO;Desactivo;Corredor Oncologico;16/05/2012;;;;;;;;
;;356;1;Banheira de bébé;1610;;;Material de plástico;Activo;Corredor Oncologico;;;;;;;;;
9404.29.00;;357;1;colchão de solteiro vermelho;1611;;;Outros;Desactivo;Corredor Oncologico;;;;;;;;;
9404.29.00;;358;1;colchão de solteiro laranja;1612;;;Outros;Desactivo;Corredor Oncologico;;;;;;;;;
9404.29.00;;359;1;colchão de solteiro laranja;1613;;;Outros;Desactivo;Corredor Oncologico;;;;;;;;;
;;360;1;Carrinho de limpeza rubbermaid;1614;;461,7;Limpeza;Activo;Limpeza;;;;;;;;;
3924.90.00;;361;1;Placa sinalizadora piso molhado com rubbermaid;1615;;31,3;Limpeza;Activo;Limpeza;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
;;362;1;Balde cor de laranja;1616;;;Limpeza;Activo;Limpeza;;;;;;;;;
9603.10.00;;363;1;Vassoura Santana;1617;;;Limpeza;Activo;Limpeza;;;;;;;;;
3922.90.00;;364;1;Pá de lixo;1618;;34,2;Limpeza;Activo;Limpeza;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
